domain,concept_id,concept_label,harmonized_year,source_dataset,source_question_ids,source_question_texts,base_question_ids_103,base_question_texts_103,source_option_code,source_option_text,source_min_value,source_max_value,base_option_code_103,base_option_text_103,base_min_value_103,base_max_value_103,comparison_level,mapping_relation,total_construction_rule,note
expenditure,EXP_HOUSING_UTIL,房租水電住宅相關支出,110,110,H2,請問您全家每個月用在支付「房租、水電瓦斯、住宅裝修、建築物保險等」的費用是多少？,J2,請問您全家每個月用在支付「房租、水電瓦斯、住宅裝修、建築物保險等」的費用是多少？【過,3.0,"1,500 元-未滿2,000元",1500,1999,3.0,"1,500-1,999 元",1500,1999,option,exact_range,source_question,91 無可直接對照之房租水電住宅支出分項。
expenditure,EXP_HOUSING_UTIL,房租水電住宅相關支出,110,110,H2,請問您全家每個月用在支付「房租、水電瓦斯、住宅裝修、建築物保險等」的費用是多少？,J2,請問您全家每個月用在支付「房租、水電瓦斯、住宅裝修、建築物保險等」的費用是多少？【過,4.0,"2,000 元-未滿2,500元",2000,2499,4.0,"2,000-2,499 元",2000,2499,option,exact_range,source_question,91 無可直接對照之房租水電住宅支出分項。
expenditure,EXP_HOUSING_UTIL,房租水電住宅相關支出,110,110,H2,請問您全家每個月用在支付「房租、水電瓦斯、住宅裝修、建築物保險等」的費用是多少？,J2,請問您全家每個月用在支付「房租、水電瓦斯、住宅裝修、建築物保險等」的費用是多少？【過,5.0,"2,500 元-未滿3,000元",2500,2999,5.0,"2,500-2,999 元",2500,2999,option,exact_range,source_question,91 無可直接對照之房租水電住宅支出分項。
expenditure,EXP_HOUSING_UTIL,房租水電住宅相關支出,110,110,H2,請問您全家每個月用在支付「房租、水電瓦斯、住宅裝修、建築物保險等」的費用是多少？,J2,請問您全家每個月用在支付「房租、水電瓦斯、住宅裝修、建築物保險等」的費用是多少？【過,6.0,"3,000 元-未滿5,000元",3000,4999,6.0,"3,000-4,999 元",3000,4999,option,exact_range,source_question,91 無可直接對照之房租水電住宅支出分項。
expenditure,EXP_HOUSING_UTIL,房租水電住宅相關支出,110,110,H2,請問您全家每個月用在支付「房租、水電瓦斯、住宅裝修、建築物保險等」的費用是多少？,J2,請問您全家每個月用在支付「房租、水電瓦斯、住宅裝修、建築物保險等」的費用是多少？【過,7.0,"5,000 元-未滿10,000元",5000,9999,7.0,"5,000-9,999 元",5000,9999,option,exact_range,source_question,91 無可直接對照之房租水電住宅支出分項。
expenditure,EXP_HOUSING_UTIL,房租水電住宅相關支出,110,110,H2,請問您全家每個月用在支付「房租、水電瓦斯、住宅裝修、建築物保險等」的費用是多少？,J2,請問您全家每個月用在支付「房租、水電瓦斯、住宅裝修、建築物保險等」的費用是多少？【過,8.0,"10,000 元-未滿15,000元",10000,14999,8.0,"10,000-14,999 元",10000,14999,option,exact_range,source_question,91 無可直接對照之房租水電住宅支出分項。
expenditure,EXP_HOUSING_UTIL,房租水電住宅相關支出,110,110,H2,請問您全家每個月用在支付「房租、水電瓦斯、住宅裝修、建築物保險等」的費用是多少？,J2,請問您全家每個月用在支付「房租、水電瓦斯、住宅裝修、建築物保險等」的費用是多少？【過,9.0,"15,000 元-未滿20,000元",15000,19999,9.0,"15,000-19,999 元",15000,19999,option,exact_range,source_question,91 無可直接對照之房租水電住宅支出分項。
expenditure,EXP_HOUSING_UTIL,房租水電住宅相關支出,110,110,H2,請問您全家每個月用在支付「房租、水電瓦斯、住宅裝修、建築物保險等」的費用是多少？,J2,請問您全家每個月用在支付「房租、水電瓦斯、住宅裝修、建築物保險等」的費用是多少？【過,10.0,"20,000 元-未滿30,000元",20000,29999,10.0,"20,000-29,999 元",20000,29999,option,exact_range,source_question,91 無可直接對照之房租水電住宅支出分項。
expenditure,EXP_HOUSING_UTIL,房租水電住宅相關支出,110,110,H2,請問您全家每個月用在支付「房租、水電瓦斯、住宅裝修、建築物保險等」的費用是多少？,J2,請問您全家每個月用在支付「房租、水電瓦斯、住宅裝修、建築物保險等」的費用是多少？【過,11.0,"30,000元-未滿40,000元",30000,39999,11.0,"30,000-39,999 元",30000,39999,option,exact_range,source_question,91 無可直接對照之房租水電住宅支出分項。
expenditure,EXP_HOUSING_UTIL,房租水電住宅相關支出,110,110,H2,請問您全家每個月用在支付「房租、水電瓦斯、住宅裝修、建築物保險等」的費用是多少？,J2,請問您全家每個月用在支付「房租、水電瓦斯、住宅裝修、建築物保險等」的費用是多少？【過,12.0,"40,000元-未滿50,000元",40000,49999,12.0,"40,000-49,999 元",40000,49999,option,exact_range,source_question,91 無可直接對照之房租水電住宅支出分項。
expenditure,EXP_HOUSING_UTIL,房租水電住宅相關支出,110,110,H2,請問您全家每個月用在支付「房租、水電瓦斯、住宅裝修、建築物保險等」的費用是多少？,J2,請問您全家每個月用在支付「房租、水電瓦斯、住宅裝修、建築物保險等」的費用是多少？【過,13.0,"50,000 元-未滿60,000元",50000,59999,13.0,"50,000-59,999 元",50000,59999,option,exact_range,source_question,91 無可直接對照之房租水電住宅支出分項。
expenditure,EXP_HOUSING_UTIL,房租水電住宅相關支出,110,110,H2,請問您全家每個月用在支付「房租、水電瓦斯、住宅裝修、建築物保險等」的費用是多少？,J2,請問您全家每個月用在支付「房租、水電瓦斯、住宅裝修、建築物保險等」的費用是多少？【過,14.0,"60,000元-未滿70,000元",60000,69999,14.0,"60,000-69,999 元",60000,69999,option,exact_range,source_question,91 無可直接對照之房租水電住宅支出分項。
expenditure,EXP_HOUSING_UTIL,房租水電住宅相關支出,110,110,H2,請問您全家每個月用在支付「房租、水電瓦斯、住宅裝修、建築物保險等」的費用是多少？,J2,請問您全家每個月用在支付「房租、水電瓦斯、住宅裝修、建築物保險等」的費用是多少？【過,15.0,"70,000元以上，請記錄____________元",70000,,15.0,"70,000 元及以上，請記錄____________元",70000,,option,exact_open_upper,source_question,91 無可直接對照之房租水電住宅支出分項。
expenditure,EXP_HOUSING_UTIL,房租水電住宅相關支出,110,110,H2,請問您全家每個月用在支付「房租、水電瓦斯、住宅裝修、建築物保險等」的費用是多少？,J2,請問您全家每個月用在支付「房租、水電瓦斯、住宅裝修、建築物保險等」的費用是多少？【過,16.0,沒有這項支出 附 1-10,0,0,16.0,沒有這項支出 附1-6,0,0,option,exact_none,source_question,91 無可直接對照之房租水電住宅支出分項。
expenditure,EXP_TRANSPORT_COMM,交通與通訊支出,91,91_1,23-4,運輸交通與通訊花費是多少？（油錢、電話費、公車費、汽機車保養費）,J3,請問您全家每個月用在支付「上下班上下學通勤、搭乘交通工具、汽機車保養/油錢、汽機車保險、,1,未滿1千,0,999,1.0,999 元及以下,0,999,option,exact_range,source_question,以 103 年 J3 為基準。
expenditure,EXP_TRANSPORT_COMM,交通與通訊支出,91,91_1,23-4,運輸交通與通訊花費是多少？（油錢、電話費、公車費、汽機車保養費）,J3,請問您全家每個月用在支付「上下班上下學通勤、搭乘交通工具、汽機車保養/油錢、汽機車保險、,2,1千至未滿3千元,1000,2999,2.0,"1,000-1,999 元",1000,1999,option,source_bin_spans_multiple_base_bins,source_question,以 103 年 J3 為基準。
expenditure,EXP_TRANSPORT_COMM,交通與通訊支出,91,91_1,23-4,運輸交通與通訊花費是多少？（油錢、電話費、公車費、汽機車保養費）,J3,請問您全家每個月用在支付「上下班上下學通勤、搭乘交通工具、汽機車保養/油錢、汽機車保險、,2,1千至未滿3千元,1000,2999,3.0,"2,000-2,999 元",2000,2999,option,source_bin_spans_multiple_base_bins,source_question,以 103 年 J3 為基準。
expenditure,EXP_TRANSPORT_COMM,交通與通訊支出,91,91_1,23-4,運輸交通與通訊花費是多少？（油錢、電話費、公車費、汽機車保養費）,J3,請問您全家每個月用在支付「上下班上下學通勤、搭乘交通工具、汽機車保養/油錢、汽機車保險、,3,3千至未滿5千元,3000,4999,4.0,"3,000-3,999 元",3000,3999,option,source_bin_spans_multiple_base_bins,source_question,以 103 年 J3 為基準。
expenditure,EXP_TRANSPORT_COMM,交通與通訊支出,91,91_1,23-4,運輸交通與通訊花費是多少？（油錢、電話費、公車費、汽機車保養費）,J3,請問您全家每個月用在支付「上下班上下學通勤、搭乘交通工具、汽機車保養/油錢、汽機車保險、,3,3千至未滿5千元,3000,4999,5.0,"4,000-4,999 元",4000,4999,option,source_bin_spans_multiple_base_bins,source_question,以 103 年 J3 為基準。
expenditure,EXP_TRANSPORT_COMM,交通與通訊支出,91,91_1,23-4,運輸交通與通訊花費是多少？（油錢、電話費、公車費、汽機車保養費）,J3,請問您全家每個月用在支付「上下班上下學通勤、搭乘交通工具、汽機車保養/油錢、汽機車保險、,4,5千至未滿 7千元,5000,6999,6.0,"5,000-6,999 元",5000,6999,option,exact_range,source_question,以 103 年 J3 為基準。
expenditure,EXP_TRANSPORT_COMM,交通與通訊支出,91,91_1,23-4,運輸交通與通訊花費是多少？（油錢、電話費、公車費、汽機車保養費）,J3,請問您全家每個月用在支付「上下班上下學通勤、搭乘交通工具、汽機車保養/油錢、汽機車保險、,5,7千元至未滿1萬元,7000,9999,7.0,"7,000-9,999 元",7000,9999,option,exact_range,source_question,以 103 年 J3 為基準。
expenditure,EXP_TRANSPORT_COMM,交通與通訊支出,91,91_1,23-4,運輸交通與通訊花費是多少？（油錢、電話費、公車費、汽機車保養費）,J3,請問您全家每個月用在支付「上下班上下學通勤、搭乘交通工具、汽機車保養/油錢、汽機車保險、,6,1萬元以上（請記錄　　元）,10000,,8.0,"10,000-14,999 元",10000,14999,option,source_bin_spans_multiple_base_bins,source_question,以 103 年 J3 為基準。
expenditure,EXP_TRANSPORT_COMM,交通與通訊支出,91,91_1,23-4,運輸交通與通訊花費是多少？（油錢、電話費、公車費、汽機車保養費）,J3,請問您全家每個月用在支付「上下班上下學通勤、搭乘交通工具、汽機車保養/油錢、汽機車保險、,6,1萬元以上（請記錄　　元）,10000,,9.0,"15,000-19,999 元",15000,19999,option,source_bin_spans_multiple_base_bins,source_question,以 103 年 J3 為基準。
expenditure,EXP_TRANSPORT_COMM,交通與通訊支出,91,91_1,23-4,運輸交通與通訊花費是多少？（油錢、電話費、公車費、汽機車保養費）,J3,請問您全家每個月用在支付「上下班上下學通勤、搭乘交通工具、汽機車保養/油錢、汽機車保險、,6,1萬元以上（請記錄　　元）,10000,,10.0,"20,000-29,999 元",20000,29999,option,source_bin_spans_multiple_base_bins,source_question,以 103 年 J3 為基準。
expenditure,EXP_TRANSPORT_COMM,交通與通訊支出,91,91_1,23-4,運輸交通與通訊花費是多少？（油錢、電話費、公車費、汽機車保養費）,J3,請問您全家每個月用在支付「上下班上下學通勤、搭乘交通工具、汽機車保養/油錢、汽機車保險、,6,1萬元以上（請記錄　　元）,10000,,11.0,"30,000 元及以上，請記錄________元",30000,,option,source_bin_spans_multiple_base_bins,source_question,以 103 年 J3 為基準。
expenditure,EXP_TRANSPORT_COMM,交通與通訊支出,91,91_1,23-4,運輸交通與通訊花費是多少？（油錢、電話費、公車費、汽機車保養費）,J3,請問您全家每個月用在支付「上下班上下學通勤、搭乘交通工具、汽機車保養/油錢、汽機車保險、,7,無,0,0,12.0,沒有這項支出,0,0,option,exact_none,source_question,以 103 年 J3 為基準。
expenditure,EXP_TRANSPORT_COMM,交通與通訊支出,91,91_2,23-4,運輸交通與通訊花費是多少？（油錢、電話費、公車費、汽機車保養費）,J3,請問您全家每個月用在支付「上下班上下學通勤、搭乘交通工具、汽機車保養/油錢、汽機車保險、,1,未滿1千,0,999,1.0,999 元及以下,0,999,option,exact_range,source_question,以 103 年 J3 為基準。
expenditure,EXP_TRANSPORT_COMM,交通與通訊支出,91,91_2,23-4,運輸交通與通訊花費是多少？（油錢、電話費、公車費、汽機車保養費）,J3,請問您全家每個月用在支付「上下班上下學通勤、搭乘交通工具、汽機車保養/油錢、汽機車保險、,2,1千至未滿3千元,1000,2999,2.0,"1,000-1,999 元",1000,1999,option,source_bin_spans_multiple_base_bins,source_question,以 103 年 J3 為基準。
expenditure,EXP_TRANSPORT_COMM,交通與通訊支出,91,91_2,23-4,運輸交通與通訊花費是多少？（油錢、電話費、公車費、汽機車保養費）,J3,請問您全家每個月用在支付「上下班上下學通勤、搭乘交通工具、汽機車保養/油錢、汽機車保險、,2,1千至未滿3千元,1000,2999,3.0,"2,000-2,999 元",2000,2999,option,source_bin_spans_multiple_base_bins,source_question,以 103 年 J3 為基準。
